timestamp,P_buy_kw,P_sell_kw,P_ess_dis_kw,P_ess_ch_kw,P_ev_dis_total_kw,P_ev_ch_total_kw,P_shift_out_total_kw,P_recover_total_kw,building_flex_power_kw,P_shed_total_kw,P_pv_use_kw,pv_upper_kw,pv_curtail_kw,delta_t_h
2025-07-14 00:00:00,382.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 00:15:00,384.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 00:30:00,373.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 00:45:00,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 01:00:00,367.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 01:15:00,370.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 01:30:00,370.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 01:45:00,376.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 02:00:00,371.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 02:15:00,361.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 02:30:00,374.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 02:45:00,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 03:00:00,368.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 03:15:00,385.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 03:30:00,378.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 03:45:00,365.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 04:00:00,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 04:15:00,378.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 04:30:00,370.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 04:45:00,368.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 05:00:00,382.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 05:15:00,678.6,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 05:30:00,680.5,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2025-07-14 05:45:00,656.6,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,10.7,0.0,0.25
2025-07-14 06:00:00,599.45263,0.0,0.0,221.05263,0.0,0.0,0.0,0.0,0.0,0.0,27.1,27.1,0.0,0.25
2025-07-14 06:15:00,661.8,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7,46.7,0.0,0.25
2025-07-14 06:30:00,668.2,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,68.4,68.4,0.0,0.25
2025-07-14 06:45:00,647.9,0.0,0.0,300.0,0.0,14.0,0.0,0.0,0.0,0.0,91.9,91.9,0.0,0.25
2025-07-14 07:00:00,54.2,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.5,116.5,0.0,0.25
2025-07-14 07:15:00,42.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,142.0,0.0,0.25
2025-07-14 07:30:00,34.8,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.1,168.1,0.0,0.25
2025-07-14 07:45:00,31.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.5,194.5,0.0,0.25
2025-07-14 08:00:00,21.4,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,221.0,0.0,0.25
2025-07-14 08:15:00,29.591195,0.0,300.0,0.0,0.0,8.19119536,0.0,0.0,0.0,0.0,247.2,247.2,0.0,0.25
2025-07-14 08:30:00,288.4,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.1,273.1,0.0,0.25
2025-07-14 08:45:00,315.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,298.3,298.3,0.0,0.25
2025-07-14 09:00:00,303.7,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,322.7,322.7,0.0,0.25
2025-07-14 09:15:00,296.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,346.0,0.0,0.25
2025-07-14 09:30:00,277.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.2,368.2,0.0,0.25
2025-07-14 09:45:00,269.868,0.0,0.0,0.0,0.0,6.0,10.032,0.0,10.032,0.0,389.0,389.0,0.0,0.25
2025-07-14 10:00:00,240.996,0.0,0.0,0.0,0.0,0.0,22.504,0.0,22.504,0.0,408.4,408.4,0.0,0.25
2025-07-14 10:15:00,247.0772,0.0,0.0,0.0,0.0,2.481203,22.704,0.0,22.704,0.0,426.0,426.0,0.0,0.25
2025-07-14 10:30:00,219.836,0.0,0.0,0.0,0.0,7.0,22.064,0.0,22.064,0.0,441.9,441.9,0.0,0.25
2025-07-14 10:45:00,241.9187,0.0,0.0,0.0,0.0,19.6147002,22.696,0.0,22.696,0.0,455.9,455.9,0.0,0.25
2025-07-14 11:00:00,407.64653,0.0,0.0,0.0,0.0,133.84652639,0.0,25.5,25.5,0.0,468.0,468.0,0.0,0.25
